practice_id,practice_name,zone,speciality,monetisable_txns
665137,"Dr. Mujahid's Speciality Dental Care, HBR",kalyan nagar,General Dentistry,0
681311,Vathsalya Kids Clinic & Vaccination Centre,kalyan nagar,General Dentistry,0
682707,Dental Architect,kalyan nagar,General Dentistry,0
682932,V Care Dental Orthodontic And Dental Care- HBR Layout,kalyan nagar,General Dentistry,0
1070569,Metro Dental Care,kalyan nagar,General Dentistry,0
699256,Aesthetics Dental Care Centre,kalyan nagar,General Dentistry,0
721722,Gurusparsha Health Centre,kalyan nagar,General Dentistry,0
694221,Kripa Dental Care Centre,kalyan nagar,General Dentistry,0
688020,Comfort Dental Zone,kalyan nagar,General Dentistry,0
688667,Urban Diagnostics Health Care,kalyan nagar,General Dentistry,0
1224590,Motherhood Clinic - Horamavu,kalyan nagar,General Dentistry,0
686038,Dr.Nimmi's Dental Clinic,kalyan nagar,General Dentistry,0
691055,Care & Cure Dental Care,kalyan nagar,General Dentistry,0
691164,Complete dento Care,kalyan nagar,General Dentistry,0
691293,Karthik Dental Care,kalyan nagar,General Dentistry,0
793939,Karthik Dental Care-Hebbal,kalyan nagar,General Dentistry,0
1041643,Dental Doves,kalyan nagar,General Dentistry,0
695909,Samiksha Dental Care,kalyan nagar,General Dentistry,0
701604,Sai Aditi Dental Care,kalyan nagar,General Dentistry,0
1313831,White Dental Care,kalyan nagar,General Dentistry,0
707231,Janhavi Dental Care,kalyan nagar,General Dentistry,0
615905,V-Care Dental Clinic,kalyan nagar,General Dentistry,0
710054,Dental Health Care,kalyan nagar,General Dentistry,0
1497817,Dr. Shetty's Dental Clinic,kalyan nagar,General Dentistry,0
1383346,Aesthalign Dentaa Care,kalyan nagar,General Dentistry,0
2089776,Orthosquare Multispeciality Dental Clinic,kalyan nagar,General Dentistry,0
729845,Swarna Dental and Oral Medicine Clinic,kalyan nagar,General Dentistry,0
1130104,Dental Bee,kalyan nagar,General Dentistry,0
901806,3K Health Care Pvt. Ltd.,kalyan nagar,General Dentistry,0
927402,Koshys Hospital,kalyan nagar,General Dentistry,0
628591,Vasan Dental Care,kalyan nagar,General Dentistry,0
841977,K L Hospital,kalyan nagar,General Dentistry,0
842173,Bharathi Dental Care,kalyan nagar,General Dentistry,0
1103544,East Point Speciality Clinic,kalyan nagar,General Dentistry,0
1267163,Vibrant Smiles,kalyan nagar,General Dentistry,0
691165,A R Dental Clinic Multispeciality Dental Care & Implant Centre,kalyan nagar,General Dentistry,0
661940,Sai dental care,kalyan nagar,General Dentistry,0
616159,Sumukha Dental Clinic,kalyan nagar,General Dentistry,0
1125397,Zero Dental Cavity India,kalyan nagar,General Dentistry,0
690895,My Dentist,kalyan nagar,General Dentistry,0
1135751,Smile Xperts - A Complete Dental Care,kalyan nagar,General Dentistry,0
1136192,Smile Dental Care,kalyan nagar,General Dentistry,0
1138948,JK Dental & Orthodontic Clinic,kalyan nagar,General Dentistry,0
1137844,Indus Dental Care,kalyan nagar,General Dentistry,0
1137819,Glorious Smile Multispeciality Dental Clinic,kalyan nagar,General Dentistry,0
1139654,Natural Smile Dental Care,kalyan nagar,General Dentistry,0
662441,Smile Dental Clinic,kalyan nagar,General Dentistry,0
1145340,Social Dental Care,kalyan nagar,General Dentistry,0
704559,Cavalier Hospital,kalyan nagar,General Dentistry,0
2075946,Poorva Dental Care,kalyan nagar,General Dentistry,0
1159375,Allure Dental and Facial Aesthetics Clinic,kalyan nagar,General Dentistry,0
1171111,White Square Dental Clinic,kalyan nagar,General Dentistry,0
1173157,The Golden Tooth Dental Clinic,kalyan nagar,General Dentistry,0
1184211,RJR Dental Studio,kalyan nagar,General Dentistry,0
1193670,Star Light Dental Care,kalyan nagar,General Dentistry,0
613746,Ora Care Multi Speciality Dental Clinic,kalyan nagar,General Dentistry,0
1192901,The Dental Clinic,kalyan nagar,General Dentistry,0
1233238,KRIPA DENTAL CARE,kalyan nagar,General Dentistry,0
1234457,Radiant Smilz Family Dental Care,kalyan nagar,General Dentistry,0
1234963,Dental Needs  Advanced Family Dental Care Center,kalyan nagar,General Dentistry,0
1302556,Dental Needs - Advanced Family Dental Care Centre,kalyan nagar,General Dentistry,0
1234979,SmileCube Dental Clinic,kalyan nagar,General Dentistry,0
1409028,"Tooth Specialist, Children and Multispeciality Dental care",kalyan nagar,General Dentistry,0
1261709,Shreyas Health Care & Caps & Crowns Dental Lounge,kalyan nagar,General Dentistry,0
1240171,Clove Dental,kalyan nagar,General Dentistry,0
1240169,Clove Dental,kalyan nagar,General Dentistry,0
1439877,Smile Works Dental Clinic,kalyan nagar,General Dentistry,0
1266966,Clove Dental,kalyan nagar,General Dentistry,0
1596541,Smile Rehab The Dental Orthodontic And Face Clinic,kalyan nagar,General Dentistry,0
1276657,D' ART Dental Clinic,kalyan nagar,General Dentistry,0
1279391,Kavita Multispeciality Dental Clinic,kalyan nagar,General Dentistry,0
1279970,Vinansi Dental Clinic,kalyan nagar,General Dentistry,0
1322526,Divine Dental Clinic,kalyan nagar,General Dentistry,0
1318850,Khushi Dental,kalyan nagar,General Dentistry,0
1593858,Partha Dental Hair,kalyan nagar,General Dentistry,0
1324682,Ora Care Dental Clinic,kalyan nagar,General Dentistry,0
1325992,Pearl's Dentspa and Implant Centre,kalyan nagar,General Dentistry,0
1354756,Max Orthopedic And Dental Clinic,kalyan nagar,General Dentistry,0
1366622,Dr.Paul's Dental Clinic & Implant Centre,kalyan nagar,General Dentistry,0
1381599,Smile Mantra Dental And Cosmetic Care,kalyan nagar,General Dentistry,0
1383551,Shine Dental Care,kalyan nagar,General Dentistry,0
1391040,D Care Dental Clinic,kalyan nagar,General Dentistry,0
1395263,V Smile Family Dental Clinic,kalyan nagar,General Dentistry,0
1402552,Agarwal's Dental Care,kalyan nagar,General Dentistry,0
1403797,Cheveuderm,kalyan nagar,General Dentistry,0
1404854,Aura Healthcare Clinic,kalyan nagar,General Dentistry,0
1405265,Caring Smile Dental,kalyan nagar,General Dentistry,0
1407635,My Dentist Dental Clinic,kalyan nagar,General Dentistry,0
770915,MaxFaxtor,kalyan nagar,General Dentistry,0
1411398,Shaivya Dental Clinic and Implant Center,kalyan nagar,General Dentistry,0
1411835,Saikia Dental Clinic cum Implant centre,kalyan nagar,General Dentistry,0
665118,Shiva Dental Clinic,kalyan nagar,General Dentistry,0
1428104,Partha Dental  Skin Hair,kalyan nagar,General Dentistry,0
1434076,Samvridhi Medical and Dental Care,kalyan nagar,General Dentistry,0
1442539,Delight Dental Care,kalyan nagar,General Dentistry,0
1592664,Prism Dental Clinic,kalyan nagar,General Dentistry,0
1457968,Prism Dental Clinic,kalyan nagar,General Dentistry,0
1464133,Make O Toothsi,kalyan nagar,General Dentistry,0
1612393,Care Plus Dental,kalyan nagar,General Dentistry,0
1612634,Dr Biju Clinic,kalyan nagar,General Dentistry,0
1619428,Medentzz Medical & Dental Care,kalyan nagar,General Dentistry,0
1428037,Partha Dental  Skin Hair,kalyan nagar,General Dentistry,0
1428034,Partha Dental  Skin Hair,kalyan nagar,General Dentistry,0
2164718,Tooth Friendly Dental Clinic,kalyan nagar,General Dentistry,0
2168612,Zabi Dental Clinic,kalyan nagar,General Dentistry,0
1152114,Bangalore Orthopaedic And Surgical Hospital,kalyan nagar,General Dermatology,0
1607929,Vtiara Hair and Skin Clinic,kalyan nagar,General Dermatology,0
816279,Aikya Mother Child & Bone Clinic,kalyan nagar,General Dermatology,0
1193635,Shree Manyata Hospitals,kalyan nagar,General Dermatology,0
1157272,banglore baptist hospital,kalyan nagar,General Dermatology,0
1171583,Imax Diagnostics,kalyan nagar,General Dermatology,0
1463799,Nyra Aesthetics,kalyan nagar,General Dermatology,0
767146,Sancheni Women's Clinic,kalyan nagar,General Gynecology,0
802863,Stree Women Health Care Centre.,kalyan nagar,General Gynecology,0
1596127,Ashwini Clinic,kalyan nagar,General Gynecology,0
1591918,Sri Venkateshwara Clinic,kalyan nagar,General Gynecology,0
1431244,Vruksho,kalyan nagar,General Gynecology,0
1136016,Anushree Surgical and Maternity Clinic,kalyan nagar,General Gynecology,0
688667,Urban Diagnostics Health Care,kalyan nagar,General Gynecology,0
901806,3K Health Care Pvt. Ltd.,kalyan nagar,General Gynecology,0
1595587,Care Clinic,kalyan nagar,General Gynecology,0
1591435,Women's Speciality Polyclinic,kalyan nagar,General Gynecology,0
1588809,"Cure N Care Hospital, Bangalore",kalyan nagar,General Gynecology,0
1593319,Women's Speciality Poly Clinic,kalyan nagar,General Gynecology,0
1144471,Indicus Diagnostics,kalyan nagar,General Gynecology,0
1263730,Narayanee Multispeciality Clinic,kalyan nagar,General Gynecology,0
767069,Grow & Glow Health Care,kalyan nagar,General Gynecology,0
1586535,Shri Maruthi Clinic,kalyan nagar,General Gynecology,0
1472997,Rainbow Children's Clinic,kalyan nagar,General Gynecology,0
1180236,VR Polyclinic & Dental Clinic,kalyan nagar,General Gynecology,0
1154396,Chris Super Specialty Hospital,kalyan nagar,General Gynecology,0
1293564,Polyvista Clinic And Diagnostic,kalyan nagar,General Gynecology,0
1297702,Bongale clinic,kalyan nagar,General Gynecology,0
1591243,Altius Sripada Hospitals LLP,kalyan nagar,General Gynecology,0
1587003,SRI SAI HOSPITAL- HBR Layout,kalyan nagar,General Gynecology,0
1447405,Indira IVF,kalyan nagar,General Gynecology,0
2094406,Wellstar Polyclinic & Diagnostic Centre,kalyan nagar,General Gynecology,0
1714955,IIGU Hospital-Indus Institute of Gastro Uro,kalyan nagar,General Gynecology,0
1180207,Aster clinic,kalyan nagar,General Ophthalmology,0
1589230,Balaji Clinic,kalyan nagar,General Ophthalmology,0
1590475,SRI EYE CARE,kalyan nagar,General Ophthalmology,0
1168658,Sri Eye Care,kalyan nagar,General Ophthalmology,0
1451434,Ravindra Nethralaya,kalyan nagar,General Ophthalmology,0
1142569,Naina Advanced Eye Care Centre,kalyan nagar,General Ophthalmology,0
1430931,Sunshine Hospital,kalyan nagar,General Pediatrics,0
988497,Jeevan Poly Clinic,kalyan nagar,General Pediatrics,0
659425,Jeevan  Poly Clinic,kalyan nagar,General Pediatrics,0
686760,T.R.HOSPITAL,kalyan nagar,General Pediatrics,0
1591918,Sri Venkateshwara Clinic,kalyan nagar,General Pediatrics,0
765551,Godrej Woodsman Estate,kalyan nagar,General Pediatrics,0
1129195,Pratham ENT and Child Care Centre,kalyan nagar,General Pediatrics,0
901806,3K Health Care Pvt. Ltd.,kalyan nagar,General Pediatrics,0
1596162,Anuradha Clinic,kalyan nagar,General Pediatrics,0
1067979,Dr.Gopal Children Specialist,kalyan nagar,General Pediatrics,0
1590545,ATHREYA HOSPITAL,kalyan nagar,General Pediatrics,0
1591701,Janani Women And Kids Clinic,kalyan nagar,General Pediatrics,0
664016,Dr.Gaikwad's Child Care Centre,kalyan nagar,General Pediatrics,0
1153352,HOPE Early Intervention School,kalyan nagar,General Pediatrics,0
1472997,Rainbow Children's Clinic,kalyan nagar,General Pediatrics,0
1255231,Falcon Health Care,kalyan nagar,General Pediatrics,0
1038081,Child health and  family clinic,kalyan nagar,General Pediatrics,0
1472741,Motherhood Hospital,kalyan nagar,General Pediatrics,0
1224590,Motherhood Clinic - Horamavu,kalyan nagar,General Pediatrics,0
1322295,Kids Care Clinic,kalyan nagar,General Pediatrics,0
1405050,Blossom Women And Child Care Clinic,kalyan nagar,General Pediatrics,0
2094406,Wellstar Polyclinic & Diagnostic Centre,kalyan nagar,General Pediatrics,0
667861,Carmel Medical And Dental Care,kalyan nagar,General Pediatrics,0
1381908,Hosmat Hospital Pvt Ltd,kalyan nagar,General Pediatrics,0
1587245,Orthosquare,kalyan nagar,General Pediatrics,0
1591500,Shanthi Clinic,kalyan nagar,General Physician,0
1137614,Chandamama Child Clinic,kalyan nagar,General Physician,0
1591668,Maruthi Clinic,kalyan nagar,General Physician,0
637668,National clinic,kalyan nagar,General Physician,0
662065,Centre for Diabetes And Endocrine Care,kalyan nagar,General Physician,0
690343,specialist Hospital,kalyan nagar,General Physician,0
935142,Shri Vijayalakshmi Hospital & Trauma Centre,kalyan nagar,General Physician,0
1591371,Ganesh Clinic,kalyan nagar,General Physician,0
692436,Shri Manjunatha Clinic,kalyan nagar,General Physician,0
615700,Srinivasa Clinic,kalyan nagar,General Physician,0
1587331,Srinivasa Clinic,kalyan nagar,General Physician,0
1130424,The Family Doctor,kalyan nagar,General Physician,0
770636,karthik Clinic,kalyan nagar,General Physician,0
1588316,Vinayaka Clinic,kalyan nagar,General Physician,0
1130419,The Family Doctor,kalyan nagar,General Physician,0
1593235,Balaji Nursing Home hospital,kalyan nagar,General Physician,0
1142569,Naina Advanced Eye Care Centre,kalyan nagar,General Physician,0
1025765,Express Clinics,kalyan nagar,General Physician,0
1591243,Altius Sripada Hospitals LLP,kalyan nagar,General Physician,0
1591381,ALTIUS SRIPADA HOSPITALS LLP,kalyan nagar,General Physician,0
704559,Cavalier Hospital,kalyan nagar,General Physician,0
1100702,Siva Clinic,kalyan nagar,General Physician,0
1455629,Good Doctor,kalyan nagar,General Physician,0
1154396,Chris Super Specialty Hospital,kalyan nagar,General Physician,0
1224590,Motherhood Clinic - Horamavu,kalyan nagar,General Physician,0
1194407,Kendriya Vidyalaya,kalyan nagar,General Physician,0
1404851,Eesha Multispeciality Hospital,kalyan nagar,General Physician,0
1069241,Shamana Speciality Clinic and Day Care Centre,kalyan nagar,General Physician,0
1195446,SV Clinic,kalyan nagar,General Physician,0
1233548,City Clinic,kalyan nagar,General Physician,0
1238588,Functional Medicine Clinic,kalyan nagar,General Physician,0
1135769,Family Doctor Clinic,kalyan nagar,General Physician,0
1280452,Narayanee multispeciality clinic,kalyan nagar,General Physician,0
1594818,Shirdi Sai Hospital,kalyan nagar,General Physician,0
1407095,Health Experts Clinic,kalyan nagar,General Physician,0
1292297,Rangalakshmi  Netralaya /,kalyan nagar,General Physician,0
1299185,Chidananda Clinic,kalyan nagar,General Physician,0
1354864,SRI SAI HOSPITAL,kalyan nagar,General Physician,0
1379167,Xinergy Sai Ram Clinic,kalyan nagar,General Physician,0
1381308,Credence Hospital,kalyan nagar,General Physician,0
1430944,Famphy Clinic,kalyan nagar,General Physician,0
1467363,Jeevika Health Care Clinic,kalyan nagar,General Physician,0
1442052,Jaysek Welcare Polyclinic And Diagnostics,kalyan nagar,General Physician,0
1432528,Flavus Clinic,kalyan nagar,General Physician,0
1473558,Samaira Health Care Clinic,kalyan nagar,General Physician,0
649815,SurgiDerma Hospital,kalyan nagar,General Physician,0
1497872,Dr. Nivetha Clinic,kalyan nagar,General Physician,0
1171575,Bangalore Baptist Hospital,kalyan nagar,General Physician,0
1588314,Sanjeev Clinic,kalyan nagar,General Physician,0
1193635,Shree Manyata Hospitals,kalyan nagar,General Physician,0
1714955,IIGU Hospital-Indus Institute of Gastro Uro,kalyan nagar,General Physician,0
1594818,Shirdi Sai Hospital,kalyan nagar,General Psychiatry,0
1430931,Sunshine Hospital,kalyan nagar,General Psychiatry,0
1352521,Trust-In  Hospital,kalyan nagar,General Psychiatry,0
935142,Shri Vijayalakshmi Hospital & Trauma Centre,kalyan nagar,General Psychiatry,0
752977,Cloudnine Hospital - HRBR,kalyan nagar,General Psychiatry,0
674174,Kshema Clinic,kalyan nagar,General Psychiatry,0
1403899,Surgecare Super Speciality Hospital,kalyan nagar,General Psychiatry,0
1157827,Santwana Psychological Services,kalyan nagar,General Psychiatry,0
1250622,Mind.Fit - Kalyan Nagar,kalyan nagar,General Psychiatry,0
1331335,Aadya Tathva,kalyan nagar,General Psychiatry,0
1391638,Dr. P. Shyamkumar's Clinic,kalyan nagar,General Psychiatry,0
1359147,Altius Hospitals,kalyan nagar,General Psychiatry,0
1437206,Mind Tattva,kalyan nagar,General Psychiatry,0
1458893,Shishuka Children's Specialty Hospital,kalyan nagar,General Psychiatry,0
1466382,Sri Balaji Clinic,kalyan nagar,General Psychiatry,0
1714524,Rupture And Repair Clinic,kalyan nagar,General Psychiatry,0
1133830,SilverLine Diagnostics,kalyan nagar,General Surgeon,0
1430931,Sunshine Hospital,kalyan nagar,General Surgeon,0
935142,Shri Vijayalakshmi Hospital & Trauma Centre,kalyan nagar,General Surgeon,0
901806,3K Health Care Pvt. Ltd.,kalyan nagar,General Surgeon,0
1069241,Shamana Speciality Clinic and Day Care Centre,kalyan nagar,General Surgeon,0
1186999,Ovum Woman and Child Speciality Hospital,kalyan nagar,General Surgeon,0
923159,Ovum Woman & Child Speciality Hospital,kalyan nagar,General Surgeon,0
1121185,Center for Diabetic and Endocrine and Obesity Care,kalyan nagar,General Surgeon,0
1154396,Chris Super Specialty Hospital,kalyan nagar,General Surgeon,0
1152114,Bangalore Orthopaedic And Surgical Hospital,kalyan nagar,General Surgeon,0
1434076,Samvridhi Medical and Dental Care,kalyan nagar,General Surgeon,0
1404851,Eesha Multispeciality Hospital,kalyan nagar,General Surgeon,0
1213264,Sri Rama Clinic,kalyan nagar,General Surgeon,0
1403899,Surgecare Super Speciality Hospital,kalyan nagar,General Surgeon,0
1277592,Bienestar Homeopathic Clinic,kalyan nagar,Homeopathy,0
2095148,Sanath Homeopathy Clinic,kalyan nagar,Homeopathy,0
1133373,Lifeline Homoeo Clinic,kalyan nagar,Homeopathy,0
1126018,Adarsha Clinic,kalyan nagar,Homeopathy,0
1110411,ReachH Healthcare Services,kalyan nagar,Homeopathy,0
1160357,Samagra Homoeopathic Clinic,kalyan nagar,Homeopathy,0
1297547,AV Homoeopathy,kalyan nagar,Homeopathy,0
1223712,Medicure Clinic,kalyan nagar,Homeopathy,0
1232895,Arya's Homoeopathic Home,kalyan nagar,Homeopathy,0
1413216,Al-Tabbeb Ayush Homeo House,kalyan nagar,Homeopathy,0
1417468,Ayush Clinic,kalyan nagar,Homeopathy,0
1596127,Ashwini Clinic,kalyan nagar,Infertility Specialist,0
1152114,Bangalore Orthopaedic And Surgical Hospital,kalyan nagar,Nephrologist,0
1352521,Trust-In  Hospital,kalyan nagar,Nephrologist,0
1150205,North Bangalore Hospital,kalyan nagar,Nephrologist,0
1158006,Bangalore Baptist Hospital,kalyan nagar,Nephrologist,0
738998,Bangalore Baptist Hospital,kalyan nagar,Nephrologist,0
1399797,S P Clinic,kalyan nagar,Neurologist,0
1352521,Trust-In  Hospital,kalyan nagar,Neurologist,0
738998,Bangalore Baptist Hospital,kalyan nagar,Neurologist,0
1131451,Cornerstone Therapy Solutions,kalyan nagar,Occupational Therapist,0
738998,Bangalore Baptist Hospital,kalyan nagar,Oncologist,0
1404364,Aster International Institute of Oncology,kalyan nagar,Oncologist,0
1596066,"Altius Multi-speciality Hospital, HBR Layout",kalyan nagar,Oncologist,0
1154396,Chris Super Specialty Hospital,kalyan nagar,Oncologist,0
1404851,Eesha Multispeciality Hospital,kalyan nagar,Oncologist,0
1156656,Motherhood Hospital,kalyan nagar,Oncologist,0
873310,Sai Divine Medical Center,kalyan nagar,Oncologist,0
901806,3K Health Care Pvt. Ltd.,kalyan nagar,Orthopaedics,0
742451,Lokhande's Multispecialty Hospital,kalyan nagar,Orthopaedics,0
1458893,Shishuka Children's Specialty Hospital,kalyan nagar,Orthopaedics,0
1220559,Imax Clinics,kalyan nagar,Orthopaedics,0
745101,Fracture And Joint Orthopaedic Clinic,kalyan nagar,Orthopaedics,0
1180207,Aster clinic,kalyan nagar,Orthopaedics,0
1154396,Chris Super Specialty Hospital,kalyan nagar,Orthopaedics,0
1354864,SRI SAI HOSPITAL,kalyan nagar,Orthopaedics,0
734210,Sri Sai Eye Hospital,kalyan nagar,Orthopaedics,0
1587003,SRI SAI HOSPITAL- HBR Layout,kalyan nagar,Orthopaedics,0
1590067,SHRI SAI HOSPITAL,kalyan nagar,Orthopaedics,0
767069,Grow & Glow Health Care,kalyan nagar,Orthopaedics,0
1611518,Sankalpa Multispeciality Hospital,kalyan nagar,Orthopaedics,0
637575,Manipal Hospital,kalyan nagar,Pathologist,0
1148992,Dr. Supriya Tiwari Clinic,kalyan nagar,Pathologist,0
1239943,Karthik Physiotherapy Clinic,kalyan nagar,Physiotherapist,0
1162745,Geetha Physiotherapy Centre,kalyan nagar,Physiotherapist,0
695906,Geetha Physiotherapy Clinic,kalyan nagar,Physiotherapist,0
709390,Home Care Physio,kalyan nagar,Physiotherapist,0
1133830,SilverLine Diagnostics,kalyan nagar,Physiotherapist,0
738239,Physical Therapy & Acupuncture,kalyan nagar,Physiotherapist,0
1222377,Synergy Physiotherapy,kalyan nagar,Physiotherapist,0
790788,Activ Life Physiotherapy Centre,kalyan nagar,Physiotherapist,0
1025563,PhyTMed Physio Clinic,kalyan nagar,Physiotherapist,0
1114439,NMPC Hospital,kalyan nagar,Physiotherapist,0
1114726,Maruti Poly Clinic,kalyan nagar,Physiotherapist,0
1132019,AV Physiotherapy and Rehabilitation Clinic,kalyan nagar,Physiotherapist,0
1130422,The Family Doctor,kalyan nagar,Physiotherapist,0
1136113,Pro Physio - Shishuka Children's Speciality Hospital,kalyan nagar,Physiotherapist,0
1069241,Shamana Speciality Clinic and Day Care Centre,kalyan nagar,Physiotherapist,0
1149713,Avhieta Health Care and Hospital,kalyan nagar,Physiotherapist,0
1172297,Wellness Physiotherapy Clinic,kalyan nagar,Physiotherapist,0
1180207,Aster clinic,kalyan nagar,Physiotherapist,0
1210378,Mansi Physiotherapy Clinic,kalyan nagar,Physiotherapist,0
1221558,Om Physiotherapy Clinic,kalyan nagar,Physiotherapist,0
1224590,Motherhood Clinic - Horamavu,kalyan nagar,Physiotherapist,0
1242923,SA Clinic,kalyan nagar,Physiotherapist,0
667861,Carmel Medical And Dental Care,kalyan nagar,Physiotherapist,0
1497480,Swastyaphysio Clinic,kalyan nagar,Physiotherapist,0
1352521,Trust-In  Hospital,kalyan nagar,Physiotherapist,0
1444555,Myoflex Physiotherapy Centre,kalyan nagar,Physiotherapist,0
1604837,Express Healthcare Clinic,kalyan nagar,Physiotherapist,0
1460664,Syncare Physiotherapy Centre,kalyan nagar,Physiotherapist,0
1714478,Premaram Physiotherapy Clinic,kalyan nagar,Physiotherapist,0
1586585,Lakshmi Clinic,kalyan nagar,Pulmonologist,0
1594822,Star medical,kalyan nagar,Pulmonologist,0
1352521,Trust-In  Hospital,kalyan nagar,Pulmonologist,0
927402,Koshys Hospital,kalyan nagar,Radiology,0
1220559,Imax Clinics,kalyan nagar,Radiology,0
637575,Manipal Hospital,kalyan nagar,Radiology,0
1403143,Cornerstone Rehab Services,kalyan nagar,Speech Therapist,0
1131451,Cornerstone Therapy Solutions,kalyan nagar,Speech Therapist,0
1458893,Shishuka Children's Specialty Hospital,kalyan nagar,Speech Therapist,0
1339413,Dimensions Centre for Child Development,kalyan nagar,Speech Therapist,0
2078747,Sparsh Hospital,kalyan nagar,Speech Therapist,0
752977,Cloudnine Hospital - HRBR,kalyan nagar,Urologist,0
1430931,Sunshine Hospital,kalyan nagar,Urologist,0
2085324,Velpro Hospital,kalyan nagar,Urologist,0
1195446,SV Clinic,kalyan nagar,Urologist,0
1596066,"Altius Multi-speciality Hospital, HBR Layout",kalyan nagar,Urologist,0
1354864,SRI SAI HOSPITAL,kalyan nagar,Veterinarian,0
1587003,SRI SAI HOSPITAL- HBR Layout,kalyan nagar,Veterinarian,0
1430931,Sunshine Hospital,kalyan nagar,Veterinarian,0
776696,Trilife Hospital,kalyan nagar,Veterinarian,0
1219289,Specialist Hospital,kalyan nagar,Veterinarian,0
690343,specialist Hospital,kalyan nagar,Veterinarian,0
1604724,Dharshanas ENT Clinic,kanakapura road,General Physician,0
2081823,Manipal Hospital,kanakapura road,Pediatric Cardiologist,0
2070597,Manodhvani Clinic,kengeri satellite town,General Psychiatry,0
1445375,Ashtami Homoeopathic Clinic,kengeri satellite town,Homeopathy,0
2078465,Kengeri Orthopedic And Multi Speciality Centre,kengeri satellite town,Orthopaedics,0
1712771,Berkowits Hair and Skin Clinic,kormangala,General Dentistry,0
1712771,Berkowits Hair and Skin Clinic,kormangala,General Physician,0
1169688,Specialist's Dental Clinic,kr puram,Unknown,0
1595435,Health Care Clinic,kr puram,Unknown,0
783784,wellness health care,kr puram,Unknown,0
841577,Shankar Nursing Home,kr puram,Unknown,0
1425412,Altor Hospital,kr puram,Cosmetic/Plastic Surgeon,0
1439129,Sathya Sai Orthopaedic and Multispeciality Hospital,kr puram,ENT,0
1362579,Disha Polyclinic,kr puram,General Alt Medicine,0
700244,Manthana Ayurveda Hospital,kr puram,General Alt Medicine,0
712562,"Ayurveda, Yoga and Smriti meditation online clinic",kr puram,General Alt Medicine,0
772029,Sri Krishna Ayurvedic Clinic,kr puram,General Alt Medicine,0
1129064,VAIDYARATNAM Srivari Ayurveda,kr puram,General Alt Medicine,0
1137733,Sanjeevani Ayur Clinic,kr puram,General Alt Medicine,0
1264015,Ayursoukhyam Ayurveda Clinic & Treatment Centre,kr puram,General Alt Medicine,0
1220219,Nandi Ayurveda,kr puram,General Alt Medicine,0
1264958,Ayurcentral,kr puram,General Alt Medicine,0
1246223,Jeevanam Ayurvedic Clinic and Pharmacy,kr puram,General Alt Medicine,0
769949,Sandhya Clinic,kr puram,General Alt Medicine,0
1291781,Ayurveda Ganga Enterprises,kr puram,General Alt Medicine,0
1387111,AyurGlobal Wellness Center,kr puram,General Alt Medicine,0
1464127,Seyon Acupuncture Clinic,kr puram,General Alt Medicine,0
1608141,Arogyamithra Ayurvedic Clinic And Care,kr puram,General Alt Medicine,0
1182604,Clove Dental,kr puram,General Dentistry,0
655570,Krish Dental Care,kr puram,General Dentistry,0
1321073,Arkas Dental Studio,kr puram,General Dentistry,0
697265,S.D.M.Specialist Dental Clinic,kr puram,General Dentistry,0
1313832,White Dental Care,kr puram,General Dentistry,0
1210657,Prodent Professional Dental Care,kr puram,General Dentistry,0
687545,Smiles Dental Care Centre,kr puram,General Dentistry,0
824951,Usha Dental Shoppee,kr puram,General Dentistry,0
1036904,K C B Dental Care,kr puram,General Dentistry,0
1137753,Dent Stop,kr puram,General Dentistry,0
1221518,Shanthi Nilaya Dental Clinic,kr puram,General Dentistry,0
1591637,Sai Dental Care,kr puram,General Dentistry,0
1442915,Dr. Narayanan Dental Care,kr puram,General Dentistry,0
2177484,PNS Dental Care,kr puram,General Dentistry,0
684678,Patil Hospital,kr puram,General Dermatology,0
1592879,Sri Krishna Clinic,kr puram,General Gynecology,0
1409685,The Big Banyan Healthcare,kr puram,General Gynecology,0
774417,Vijayalakshmi Clinic,kr puram,General Gynecology,0
2090487,Ovum Fertility,kr puram,General Gynecology,0
1396684,Sri NMPC Hospital,kr puram,General Gynecology,0
1439129,Sathya Sai Orthopaedic and Multispeciality Hospital,kr puram,General Pediatrics,0
684678,Patil Hospital,kr puram,General Pediatrics,0
1417709,Sri Manjunatha Hospital,kr puram,General Pediatrics,0
1446994,Hope Hospital,kr puram,General Pediatrics,0
766618,Multi speciality clinic,kr puram,General Physician,0
776308,Shree Devi Poly Clinic,kr puram,General Physician,0
841577,Shankar Nursing Home,kr puram,General Physician,0
1053082,Aaxis Super Speciality Hospital,kr puram,General Physician,0
1285477,Dr Ambedkar Medical College,kr puram,General Physician,0
1406446,Ovum Woman & Child Speciality Hospital,kr puram,General Physician,0
1358965,Mitra Hospital and Diagnostics,kr puram,General Physician,0
1691645,Caring Hands Clinic,kr puram,General Physician,0
2090068,Pavan Clinic,kr puram,General Physician,0
1417709,Sri Manjunatha Hospital,kr puram,General Physician,0
1180756,Self-Work Therapies,kr puram,General Psychiatry,0
1717325,Perspective By Lavanya,kr puram,General Psychiatry,0
2094760,Phoenix Inner Balance,kr puram,General Psychiatry,0
684755,SRI RAM HOSPITAL,kr puram,General Surgeon,0
1157311,Shree Shrinivasa Homoeopathy Clinic,kr puram,Homeopathy,0
1220890,Sri Vasavi Homoeopathy Clinic,kr puram,Homeopathy,0
